GAP_code,common_name,scientific_name,start_date,end_date,publication_date,citation,place_keywords,theme_keywords,editor,reviewer,NatureServe_element_code,TSN_code,Global_SEQ_ID,input_data,IPDS,abstract,doi,ScienceBase_url
bYCNHx,Yellow-crowned Night-heron,Nyctanassa violacea,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Yellow-crowned Night-heron (Nyctanassa violacea) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F728060G.",United States,"Nyctanassa violacea, Yellow-crowned Night-heron","Mason, Bruce & Girard, Inc.",Jeff Lonneker,ABNGA13010,174842,106355,"['natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Yellow-crowned Night-heron.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F728060G,https://www.sciencebase.gov/catalog/item/58fa5ebae4b0b7ea54525651
bYEJUx,Yellow-eyed Junco,Junco phaeonotus,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Yellow-eyed Junco (Junco phaeonotus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7XG9PH7.",United States,"Junco phaeonotus, Yellow-eyed Junco",Nathan Tarr,Matt Rubino,ABPBXA5030,179427,101400,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Yellow-eyed Junco.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7XG9PH7,https://www.sciencebase.gov/catalog/item/58fa5ec9e4b0b7ea54525655
bYERAx,Yellow Rail,Coturnicops noveboracensis,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Yellow Rail (Coturnicops noveboracensis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7SQ8XR2.",United States,"Coturnicops noveboracensis, Yellow Rail","Mason, Bruce & Girard, Inc.",Rob Adair,ABNME01010,176259,100233,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Yellow Rail.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7SQ8XR2,https://www.sciencebase.gov/catalog/item/58fa5ed9e4b0b7ea5452565f
bYFGUx,Yellow-footed Gull,Larus livens,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Yellow-footed Gull (Larus livens) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7NZ8614.",United States,"Larus livens, Yellow-footed Gull",Thomas Laxson,Jeff Lonneker,ABNNM03170,176880,100643,"['natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Yellow-footed Gull.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7NZ8614,https://www.sciencebase.gov/catalog/item/58fa5ee7e4b0b7ea54525664
bYGVIx,Yellow-green Vireo,Vireo flavoviridis,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Yellow-green Vireo (Vireo flavoviridis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7J964RG.",United States,"Vireo flavoviridis, Yellow-green Vireo",Jeff Lonneker,Matt Rubino,ABPBW01270,179019,102731,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Yellow-green Vireo.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7J964RG,https://www.sciencebase.gov/catalog/item/58fa5ef6e4b0b7ea5452566c
bYHBLx,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Yellow-headed Blackbird (Xanthocephalus xanthocephalus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7DJ5D15.",United States,"Xanthocephalus xanthocephalus, Yellow-headed Blackbird","Mason, Bruce & Girard, Inc.",Jeff Lonneker,ABPBXB3010,179043,106463,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Yellow-headed Blackbird.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7DJ5D15,https://www.sciencebase.gov/catalog/item/58fa5f07e4b0b7ea54525678
bYRWAx,Yellow-rumped Warbler,Dendroica coronata,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Yellow-rumped Warbler (Dendroica coronata) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F78S4N9F.",United States,"Dendroica coronata, Yellow-rumped Warbler","Mason, Bruce & Girard, Inc.",Jeff Lonneker,ABPBX03060,178891,101442,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Yellow-rumped Warbler.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F78S4N9F,https://www.sciencebase.gov/catalog/item/58fa5f17e4b0b7ea5452567d
bYTVIx,Yellow-throated Vireo,Vireo flavifrons,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Yellow-throated Vireo (Vireo flavifrons) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7513WK1.",United States,"Vireo flavifrons, Yellow-throated Vireo","Mason, Bruce & Girard, Inc.",Steve Williams,ABPBW01170,179009,103231,"['forest_edge', 'natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Yellow-throated Vireo.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7513WK1,https://www.sciencebase.gov/catalog/item/58fa5f26e4b0b7ea54525683
bYTWAx,Yellow-throated Warbler,Dendroica dominica,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Yellow-throated Warbler (Dendroica dominica) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F71834VP.",United States,"Dendroica dominica, Yellow-throated Warbler","Mason, Bruce & Girard, Inc.",Matt Rubino,ABPBX03130,178905,105611,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Yellow-throated Warbler.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F71834VP,https://www.sciencebase.gov/catalog/item/58fa5f36e4b0b7ea5452568c
bYWARx,Yellow Warbler,Dendroica petechia,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Yellow Warbler (Dendroica petechia) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7WH2NBZ.",United States,"Dendroica petechia, Yellow Warbler","Mason, Bruce & Girard, Inc.",Matt Rubino,ABPBX03010,178878,106383,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Yellow Warbler.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7WH2NBZ,https://www.sciencebase.gov/catalog/item/58fa5f48e4b0b7ea54525691
bZTHAx,Zone-tailed Hawk,Buteo albonotatus,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Zone-tailed Hawk (Buteo albonotatus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7RR1WM7.",United States,"Buteo albonotatus, Zone-tailed Hawk","Mason, Bruce & Girard, Inc.",Jeff Lonneker,ABNKC19090,175368,104066,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Zone-tailed Hawk.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7RR1WM7,https://www.sciencebase.gov/catalog/item/58fa5f57e4b0b7ea54525695
mABBEf,Florida Black Bear,Ursus americanus floridanus,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Florida Black Bear (Ursus americanus floridanus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7N29V90.",United States,"Ursus americanus floridanus, Florida Black Bear",Matt Rubino,Nathan Tarr,AMAJB01011,726978,103279,['undocumented'],IP-082267,"This dataset represents a species habitat distribution model for Florida Black Bear.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7N29V90,https://www.sciencebase.gov/catalog/item/58fa5f64e4b0b7ea5452569a
mABBEl,Louisiana Black Bear,Ursus americanus luteolus,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Louisiana Black Bear (Ursus americanus luteolus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7H993KN.",United States,"Ursus americanus luteolus, Louisiana Black Bear",Matt Rubino,Nathan Tarr,AMAJB01012,202388,101746,['undocumented'],IP-082267,"This dataset represents a species habitat distribution model for Louisiana Black Bear.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7H993KN,https://www.sciencebase.gov/catalog/item/58fa5f75e4b0b7ea5452569f
mABBEx,American Black Bear,Ursus americanus,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, American Black Bear (Ursus americanus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7CJ8BVX.",United States,"Ursus americanus, American Black Bear",Matt Rubino,Nathan Tarr,AMAJB01010,180544,100661,['undocumented'],IP-082267,"This dataset represents a species habitat distribution model for American Black Bear.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7CJ8BVX,https://www.sciencebase.gov/catalog/item/58fa5f8be4b0b7ea545256a2
mABEBx,Allen's Big-eared Bat,Idionycteris phyllotis,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Allen's Big-eared Bat (Idionycteris phyllotis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F77S7M4M.",United States,"Idionycteris phyllotis, Allen's Big-eared Bat",Ken Boykin,Jeff Lonneker,AMACC09010,180012,106433,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Allen's Big-eared Bat.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F77S7M4M,https://www.sciencebase.gov/catalog/item/58fa5f9ee4b0b7ea545256a8
mABSQk,Kaibab Squirrel,Sciurus aberti kaibabensis,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Kaibab Squirrel (Sciurus aberti kaibabensis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7416VD6.",United States,"Sciurus aberti kaibabensis, Kaibab Squirrel",Nathan Tarr,Matt Rubino,AMAFB07031,930412,102215,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Kaibab Squirrel.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7416VD6,https://www.sciencebase.gov/catalog/item/58fa5faee4b0b7ea545256ad
mABSQx,Abert's Squirrel,Sciurus aberti,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Abert's Squirrel (Sciurus aberti) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F70863ND.",United States,"Sciurus aberti, Abert's Squirrel",Nathan Tarr,Jeff Lonneker,AMAFB07030,180173,103540,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Abert's Squirrel.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F70863ND,https://www.sciencebase.gov/catalog/item/58fa5fc3e4b0b7ea545256b1
mACRAc,Arizona Cotton Rat,Sigmodon arizonae cienegae,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Arizona Cotton Rat (Sigmodon arizonae cienegae) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7VH5M6K.",United States,"Sigmodon arizonae cienegae, Arizona Cotton Rat",Thomas Laxson,Jeff Lonneker,AMAFF07024,180347,791523,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Arizona Cotton Rat.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7VH5M6K,https://www.sciencebase.gov/catalog/item/58fa5fd3e4b0b7ea545256b6
mACRAp,Colorado River Cotton Rat,Sigmodon arizonae plenus,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Colorado River Cotton Rat (Sigmodon arizonae plenus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7QV3JW5.",United States,"Sigmodon arizonae plenus, Colorado River Cotton Rat",Thomas Laxson,Jeff Lonneker,AMAFF07022,180347,101792,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Colorado River Cotton Rat.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7QV3JW5,https://www.sciencebase.gov/catalog/item/58fa5fe3e4b0b7ea545256bb
mACRAx,Arizona Cotton Rat,Sigmodon arizonae,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Arizona Cotton Rat (Sigmodon arizonae) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7M32T55.",United States,"Sigmodon arizonae, Arizona Cotton Rat",Thomas Laxson,Jeff Lonneker,AMAFF07020,180347,106492,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Arizona Cotton Rat.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7M32T55,https://www.sciencebase.gov/catalog/item/58fa5ff0e4b0b7ea545256c0
mACSHx,Arctic Shrew,Sorex arcticus,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Arctic Shrew (Sorex arcticus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7GB22FT.",United States,"Sorex arcticus, Arctic Shrew",Thomas Laxson,Jeff Lonneker,AMABA01190,179935,638084,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Arctic Shrew.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7GB22FT,https://www.sciencebase.gov/catalog/item/58fa5fffe4b0b7ea545256c4
mAGSQx,Arizona Gray Squirrel,Sciurus arizonensis,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Arizona Gray Squirrel (Sciurus arizonensis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7BK19Q3.",United States,"Sciurus arizonensis, Arizona Gray Squirrel",Ken Boykin,Jeff Lonneker,AMAFB07060,180174,100738,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Arizona Gray Squirrel.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7BK19Q3,https://www.sciencebase.gov/catalog/item/58fa600de4b0b7ea545256c8
mAHNSx,American Hog-nosed Skunk,Conepatus leuconotus,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, American Hog-nosed Skunk (Conepatus leuconotus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F76T0K0S.",United States,"Conepatus leuconotus, American Hog-nosed Skunk",Thomas Laxson,Jeff Lonneker,AMAJF07020,180567,102633,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for American Hog-nosed Skunk.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F76T0K0S,https://www.sciencebase.gov/catalog/item/58fa6022e4b0b7ea545256cd
mAKRAx,Agile Kangaroo Rat,Dipodomys agilis,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Agile Kangaroo Rat (Dipodomys agilis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7319T7C.",United States,"Dipodomys agilis, Agile Kangaroo Rat",Thomas Laxson,Jeff Lonneker,AMAFD03050,180233,101563,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Agile Kangaroo Rat.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7319T7C,https://www.sciencebase.gov/catalog/item/58fa6037e4b0b7ea545256d2
mALCHx,Alpine Chipmunk,Tamias alpinus,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Alpine Chipmunk (Tamias alpinus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7Z899SH.",United States,"Tamias alpinus, Alpine Chipmunk",Thomas Laxson,Jeff Lonneker,AMAFB02010,180189,102392,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Alpine Chipmunk.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7Z899SH,https://www.sciencebase.gov/catalog/item/58fa604ce4b0b7ea545256d7
mALWOx,Allegheny Woodrat,Neotoma magister,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Allegheny Woodrat (Neotoma magister) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7TM78GH.",United States,"Neotoma magister, Allegheny Woodrat",Matt Rubino,Steve Williams,AMAFF08100,555661,101808,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Allegheny Woodrat.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7TM78GH,https://www.sciencebase.gov/catalog/item/58fa605fe4b0b7ea545256dd
mAMBAx,American Badger,Taxidea taxus,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, American Badger (Taxidea taxus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7PV6HRS.",United States,"Taxidea taxus, American Badger",Thomas Laxson,Jeff Lonneker,AMAJF04010,180565,101705,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for American Badger.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7PV6HRS,https://www.sciencebase.gov/catalog/item/58fa6073e4b0b7ea545256e2
mAMBEx,American Beaver,Castor canadensis,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, American Beaver (Castor canadensis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7K35S1S.",United States,"Castor canadensis, American Beaver",Matt Rubino,Nathan Tarr,AMAFE01010,180212,100922,"['hydrology', 'natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for American Beaver.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7K35S1S,https://www.sciencebase.gov/catalog/item/58fa6084e4b0b7ea545256e6
mAMMAx,American Marten,Martes americana,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, American Marten (Martes americana) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7FB519F.",United States,"Martes americana, American Marten",Thomas Laxson,Jeff Lonneker,AMAJF01010,180559,104814,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for American Marten.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7FB519F,https://www.sciencebase.gov/catalog/item/58fa6095e4b0b7ea545256eb
mAMMIx,American Mink,Neovison vison,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, American Mink (Neovison vison) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F79K48KQ.",United States,"Neovison vison, American Mink",Matt Rubino,Nathan Tarr,AMAJF02050,726284,791856,"['natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for American Mink.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F79K48KQ,https://www.sciencebase.gov/catalog/item/58fa60a6e4b0b7ea545256f1
mANJAx,Antelope Jackrabbit,Lepus alleni,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Antelope Jackrabbit (Lepus alleni) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F75T3HV0.",United States,"Lepus alleni, Antelope Jackrabbit",Ken Boykin,Jeff Lonneker,AMAEB03070,180114,106344,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Antelope Jackrabbit.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F75T3HV0,https://www.sciencebase.gov/catalog/item/58fa60b8e4b0b7ea545256f5
mAPCOx,Appalachian Cottontail,Sylvilagus obscurus,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Appalachian Cottontail (Sylvilagus obscurus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7222S5F.",United States,"Sylvilagus obscurus, Appalachian Cottontail",Matt Rubino,Nathan Tarr,AMAEB01090,552514,101018,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Appalachian Cottontail.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7222S5F,https://www.sciencebase.gov/catalog/item/58fa60c8e4b0b7ea545256fa
mAPGOx,Attwater's Pocket Gopher,Geomys attwateri,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Attwater's Pocket Gopher (Geomys attwateri) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7XD101Z.",United States,"Geomys attwateri, Attwater's Pocket Gopher",Matt Rubino,Nathan Tarr,AMAFC02050,552516,101594,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Attwater's Pocket Gopher.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7XD101Z,https://www.sciencebase.gov/catalog/item/58fa60d6e4b0b7ea545256ff
mAPMOx,Arizona Pocket Mouse,Perognathus amplus,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Arizona Pocket Mouse (Perognathus amplus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7SN07BP.",United States,"Perognathus amplus, Arizona Pocket Mouse",Ken Boykin,Jeff Lonneker,AMAFD01050,180256,103544,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Arizona Pocket Mouse.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7SN07BP,https://www.sciencebase.gov/catalog/item/58fa60e4e4b0b7ea54525703
mAPSHx,American Pygmy Shrew,Sorex hoyi,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, American Pygmy Shrew (Sorex hoyi) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7NV9GMD.",United States,"Sorex hoyi, American Pygmy Shrew",Thomas Laxson,Jeff Lonneker,AMABA01250,179946,103177,"['elevation', 'natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for American Pygmy Shrew.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7NV9GMD,https://www.sciencebase.gov/catalog/item/58fa60f7e4b0b7ea54525709
