GAP_code,common_name,scientific_name,start_date,end_date,publication_date,citation,place_keywords,theme_keywords,modeler,NatureServe_element_code,TSN_code,EGT_ID,input_data,IPDS,abstract
mGRWOx,Gray Wolf,Canis lupus,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Gray Wolf (Canis lupus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Canis lupus, Gray Wolf",Thomas Laxon,AMAJA01030,180596,105212,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation', 'human_impact_avoidance']",IP-082267,"This dataset represents a species habitat distribution model for Gray Wolf.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mGTVOx,Gray-tailed Vole,Microtus canicaudus,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Gray-tailed Vole (Microtus canicaudus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Microtus canicaudus, Gray-tailed Vole",Matthew Rubino,AMAFF11170,180306,104003,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Gray-tailed Vole.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mHASEx,Harbor Seal,Phoca vitulina,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Harbor Seal (Phoca vitulina) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Phoca vitulina, Harbor Seal",Thomas Laxon,AMAJG01010,180649,104705,"['natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Harbor Seal.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mHASQx,Harris' Antelope Squirrel,Ammospermophilus harrisii,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Harris' Antelope Squirrel (Ammospermophilus harrisii) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Ammospermophilus harrisii, Harris' Antelope Squirrel",,AMAFB04010,180179,103116,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Harris' Antelope Squirrel.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mHCRAx,Hispid Cotton Rat,Sigmodon hispidus,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Hispid Cotton Rat (Sigmodon hispidus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Sigmodon hispidus, Hispid Cotton Rat",Matthew Rubino,AMAFF07010,180349,799832,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Hispid Cotton Rat.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mHITAx,Himalayan Tahr,Hemitragus jemlahicus,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Himalayan Tahr (Hemitragus jemlahicus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Hemitragus jemlahicus, Himalayan Tahr",Matthew Rubino,AMALE06010,625146,106408,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Himalayan Tahr.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mHKRAm,Morro Bay Kangaroo Rat,Dipodomys heermanni morroensis,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Morro Bay Kangaroo Rat (Dipodomys heermanni morroensis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Dipodomys heermanni morroensis, Morro Bay Kangaroo Rat",,AMAFD03063,202360,104260,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Morro Bay Kangaroo Rat.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mHKRAx,Heermann's Kangaroo Rat,Dipodomys heermanni,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Heermann's Kangaroo Rat (Dipodomys heermanni) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Dipodomys heermanni, Heermann's Kangaroo Rat",Matthew Rubino,AMAFD03060,180239,106105,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Heermann's Kangaroo Rat.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mHOBAx,Hoary Bat,Lasiurus cinereus,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Hoary Bat (Lasiurus cinereus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Lasiurus cinereus, Hoary Bat",Jeff Lonneker,AMACC05030,180017,106446,['undocumented'],IP-082267,"This dataset represents a species habitat distribution model for Hoary Bat.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mHOCHx,Hopi Chipmunk,Tamias rufus,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Hopi Chipmunk (Tamias rufus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Tamias rufus, Hopi Chipmunk",Matthew Rubino,AMAFB02240,552503,106127,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Hopi Chipmunk.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mHOMAx,Hoary Marmot,Marmota caligata,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Hoary Marmot (Marmota caligata) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Marmota caligata, Hoary Marmot",Nathan Tarr,AMAFB03040,180139,103513,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Hoary Marmot.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mHOMOx,House Mouse,Mus musculus,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, House Mouse (Mus musculus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Mus musculus, House Mouse",Matthew Rubino,AMAFF22010,180366,106007,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for House Mouse.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mHORSx,Horse,Equus caballus,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Horse (Equus caballus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Equus caballus, Horse",Matthew Rubino,AMATA01010,180691,103569,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Horse.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mHOSKx,Hooded Skunk,Mephitis macroura,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Hooded Skunk (Mephitis macroura) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Mephitis macroura, Hooded Skunk",,AMAJF06020,180563,103207,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Hooded Skunk.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mHPMOx,Hispid Pocket Mouse,Chaetodipus hispidus,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Hispid Pocket Mouse (Chaetodipus hispidus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Chaetodipus hispidus, Hispid Pocket Mouse",Matthew Rubino,AMAFD05050,552483,106049,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Hispid Pocket Mouse.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mHTMOx,Hairy-tailed Mole,Parascalops breweri,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Hairy-tailed Mole (Parascalops breweri) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Parascalops breweri, Hairy-tailed Mole",Matthew Rubino,AMABB03010,179977,103941,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Hairy-tailed Mole.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mIGSQb,Northern Idaho Ground Squirrel,Spermophilus brunneus brunneus,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Northern Idaho Ground Squirrel (Spermophilus brunneus brunneus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Spermophilus brunneus brunneus, Northern Idaho Ground Squirrel",Matthew Rubino,AMAFB05031,180150,102796,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Northern Idaho Ground Squirrel.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mIGSQe,Southern Idaho Ground Squirrel,Spermophilus brunneus endemicus,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Southern Idaho Ground Squirrel (Spermophilus brunneus endemicus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Spermophilus brunneus endemicus, Southern Idaho Ground Squirrel",Matthew Rubino,AMAFB05032,180150,104618,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Southern Idaho Ground Squirrel.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mIGSQx,Idaho Ground Squirrel,Spermophilus brunneus,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Idaho Ground Squirrel (Spermophilus brunneus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Spermophilus brunneus, Idaho Ground Squirrel",Matthew Rubino,AMAFB05030,180150,100453,['undocumented'],IP-082267,"This dataset represents a species habitat distribution model for Idaho Ground Squirrel.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mINMYx,Indiana Myotis,Myotis sodalis,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Indiana Myotis (Myotis sodalis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Myotis sodalis, Indiana Myotis",Nathan Tarr,AMACC01100,180001,100428,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Indiana Myotis.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mINSHx,Inyo Shrew,Sorex tenellus,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Inyo Shrew (Sorex tenellus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Sorex tenellus, Inyo Shrew",,AMABA01110,179955,100528,"['elevation', 'natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Inyo Shrew.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mIPGOx,Idaho Pocket Gopher,Thomomys idahoensis,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Idaho Pocket Gopher (Thomomys idahoensis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Thomomys idahoensis, Idaho Pocket Gopher",Matthew Rubino,AMAFC01070,180225,101241,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Idaho Pocket Gopher.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mISFOc,Santa Catalina Island Fox,Urocyon littoralis catalinae,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Santa Catalina Island Fox (Urocyon littoralis catalinae) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Urocyon littoralis catalinae, Santa Catalina Island Fox",Matthew Rubino,AMAJA04022,726904,102086,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Santa Catalina Island Fox.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mISFOd,San Nicolas Island Fox,Urocyon littoralis dickeyi,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, San Nicolas Island Fox (Urocyon littoralis dickeyi) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Urocyon littoralis dickeyi, San Nicolas Island Fox",Matthew Rubino,AMAJA04024,726906,103758,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for San Nicolas Island Fox.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mISFOl,San Clemente Island Fox,Urocyon littoralis clementae,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, San Clemente Island Fox (Urocyon littoralis clementae) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Urocyon littoralis clementae, San Clemente Island Fox",Matthew Rubino,AMAJA04023,726905,105687,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for San Clemente Island Fox.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mISFOr,Santa Rosa Island Fox,Urocyon littoralis santarosae,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Santa Rosa Island Fox (Urocyon littoralis santarosae) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Urocyon littoralis santarosae, Santa Rosa Island Fox",Matthew Rubino,AMAJA04026,726908,102640,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Santa Rosa Island Fox.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mISFOs,Santa Cruz Island Fox,Urocyon littoralis santacruzae,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Santa Cruz Island Fox (Urocyon littoralis santacruzae) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Urocyon littoralis santacruzae, Santa Cruz Island Fox",Matthew Rubino,AMAJA04021,726907,101715,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Santa Cruz Island Fox.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mISFOx,Island Fox,Urocyon littoralis,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Island Fox (Urocyon littoralis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Urocyon littoralis, Island Fox",,AMAJA04020,180610,104189,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Island Fox.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mJAGDc,Gulf Coast Jaguarundi,Puma yagouaroundi,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Gulf Coast Jaguarundi (Puma yagouaroundi) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Puma yagouaroundi, Gulf Coast Jaguarundi",Matthew Rubino,AMAJH06011,726257,104968,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Gulf Coast Jaguarundi.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mJAGDx,Jaguarundi,Puma yagouaroundi,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Jaguarundi (Puma yagouaroundi) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Puma yagouaroundi, Jaguarundi",Matthew Rubino,AMAJH06010,726257,103451,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Jaguarundi.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mJAGUx,Jaguar,Panthera onca,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Jaguar (Panthera onca) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Panthera onca, Jaguar",,AMAJH02010,180593,103664,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Jaguar.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mJFEBx,Jamaican Fruit-eating Bat,Artibeus jamaicensis,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Jamaican Fruit-eating Bat (Artibeus jamaicensis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Artibeus jamaicensis, Jamaican Fruit-eating Bat",,AMACB07010,180058,777987,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Jamaican Fruit-eating Bat.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mKEMYx,Keen's Myotis,Myotis keenii,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Keen's Myotis (Myotis keenii) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Myotis keenii, Keen's Myotis",Jeff Lonneker,AMACC01060,179989,105436,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Keen's Myotis.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mKIFOm,Kit Fox - San Joaquin Valley Population,Vulpes macrotis mutica,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Kit Fox - San Joaquin Valley Population (Vulpes macrotis mutica) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Vulpes macrotis mutica, Kit Fox - San Joaquin Valley Population",Matthew Rubino,AMAJA03041,180606,101320,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Kit Fox - San Joaquin Valley Population.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mKIFOx,Kit Fox,Vulpes macrotis,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Kit Fox (Vulpes macrotis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Vulpes macrotis, Kit Fox",,AMAJA03040,180606,102982,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Kit Fox.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mKJPGx,Knox Jones's Pocket Gopher,Geomys knoxjonesi,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Knox Jones's Pocket Gopher (Geomys knoxjonesi) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Geomys knoxjonesi, Knox Jones's Pocket Gopher",Matthew Rubino,AMAFC02070,552518,105385,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Knox Jones's Pocket Gopher.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mLBMYx,Little Brown Myotis,Myotis lucifugus,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Little Brown Myotis (Myotis lucifugus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Myotis lucifugus, Little Brown Myotis",Thomas Laxon,AMACC01010,179988,100473,"['elevation', 'natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Little Brown Myotis.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mLECHa,White Mountains Chipmunk,Tamias minimus arizonensis,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, White Mountains Chipmunk (Tamias minimus arizonensis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Tamias minimus arizonensis, White Mountains Chipmunk",Matthew Rubino,AMAFB02029,,,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for White Mountains Chipmunk.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mLECHc,Chuska Mountain Chipmunk,Tamias minimus chuskaensis,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Chuska Mountain Chipmunk (Tamias minimus chuskaensis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Tamias minimus chuskaensis, Chuska Mountain Chipmunk",Matthew Rubino,AMAFB02028,,,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Chuska Mountain Chipmunk.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mLECHt,Penasco Chipmunk,Tamias minimus atristriatus,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Penasco Chipmunk (Tamias minimus atristriatus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Tamias minimus atristriatus, Penasco Chipmunk",Matthew Rubino,AMAFB02021,,,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Penasco Chipmunk.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mLECHx,Least Chipmunk,Tamias minimus,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Least Chipmunk (Tamias minimus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Tamias minimus, Least Chipmunk",Matthew Rubino,AMAFB02020,180195,103812,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Least Chipmunk.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
mLEMYx,Long-eared Myotis,Myotis evotis,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Long-eared Myotis (Myotis evotis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Myotis evotis, Long-eared Myotis",Thomas Laxon,AMACC01070,179995,798516,"['elevation', 'natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Long-eared Myotis.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
