"doi","title","pubdate","publisher","url","resourcetype","date","datetype","abstractdesc","abstractdesctype","subject","username","created","modified","status","datasource","datacite_creation_date","link_checking_status"
"doi:10.5066/F7XP7406","Cryptobranchus alleganiensis bishopi (Ozark Hellbender) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec39e4b063d5d307e51f","Dataset",,,"This dataset represents a species known range extent for Cryptobranchus alleganiensis bishopi (Ozark Hellbender). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:31:34.095","2017-11-01 07:31:34.095","reserved",,,
"doi:10.5066/F72B8X4P","Picoides tridactylus (American Three-toed Woodpecker) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5eba6e4b063d5d307e055","Dataset",,,"This dataset represents a species known range extent for Picoides tridactylus (American Three-toed Woodpecker). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:31:26.887","2017-11-01 07:31:26.887","reserved",,,
"doi:10.5066/F7639NTJ","Fratercula arctica (Atlantic Puffin) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec01e4b063d5d307e34f","Dataset",,,"This dataset represents a species known range extent for Fratercula arctica (Atlantic Puffin). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:31:19.467","2017-11-01 07:31:19.467","reserved",,,
"doi:10.5066/F79W0DJH","Myiarchus cinerascens (Ash-throated Flycatcher) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e217e4b063d5d307dc8d","Dataset",,,"This dataset represents a species known range extent for Myiarchus cinerascens (Ash-throated Flycatcher). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:31:11.693","2017-11-01 07:31:11.693","reserved",,,
"doi:10.5066/F7FN1587","Plethodon larselli (Larch Mountain Salamander) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec6ce4b063d5d307e6ef","Dataset",,,"This dataset represents a species known range extent for Plethodon larselli (Larch Mountain Salamander). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:31:03.694","2017-11-01 07:31:03.694","reserved",,,
"doi:10.5066/F7KD1X0K","Plethodon hoffmani (Valley And Ridge Salamander) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e26fe4b063d5d307de9b","Dataset",,,"This dataset represents a species known range extent for Plethodon hoffmani (Valley And Ridge Salamander). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:30:56.105","2017-11-01 07:30:56.105","reserved",,,
"doi:10.5066/F7Q52NQW","Eurycea tridentifera (Comal Blind Salamander) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec01e4b063d5d307e34b","Dataset",,,"This dataset represents a species known range extent for Eurycea tridentifera (Comal Blind Salamander). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:30:48.679","2017-11-01 07:30:48.679","reserved",,,
"doi:10.5066/F7TX3DF9","Plethodon idahoensis (Coeur D'alene Salamander) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec41e4b063d5d307e571","Dataset",,,"This dataset represents a species known range extent for Plethodon idahoensis (Coeur D'alene Salamander). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:30:41.014","2017-11-01 07:30:41.014","reserved",,,
"doi:10.5066/F7ZK5FR9","Acris gryllus (Southern Cricket Frog) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e214e4b063d5d307dc7d","Dataset",,,"This dataset represents a species known range extent for Acris gryllus (Southern Cricket Frog). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:30:33.913","2017-11-01 07:30:33.913","reserved",,,
"doi:10.5066/F73B5Z65","Anaxyrus punctatus (Red-spotted Toad) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e22de4b063d5d307dd15","Dataset",,,"This dataset represents a species known range extent for Anaxyrus punctatus (Red-spotted Toad). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:30:26.435","2017-11-01 07:30:26.435","reserved",,,
"doi:10.5066/F7736PZX","Hyla femoralis (Pine Woods Treefrog) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebfee4b063d5d307e32d","Dataset",,,"This dataset represents a species known range extent for Hyla femoralis (Pine Woods Treefrog). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:30:19.142","2017-11-01 07:30:19.142","reserved",,,
"doi:10.5066/F7BV7FPB","Psaltriparus minimus (Bushtit) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebe2e4b063d5d307e22f","Dataset",,,"This dataset represents a species known range extent for Psaltriparus minimus (Bushtit). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:30:11.607","2017-11-01 07:30:11.607","reserved",,,
"doi:10.5066/F7GM86CM","Plethodon aureolus (Tellico Salamander) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebbee4b063d5d307e12f","Dataset",,,"This dataset represents a species known range extent for Plethodon aureolus (Tellico Salamander). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:30:04.058","2017-11-01 07:30:04.058","reserved",,,
"doi:10.5066/F7MC8Z3Z","Pseudacris nigrita (Southern Chorus Frog) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5eba1e4b063d5d307e01f","Dataset",,,"This dataset represents a species known range extent for Pseudacris nigrita (Southern Chorus Frog). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:29:56.288","2017-11-01 07:29:56.288","reserved",,,
"doi:10.5066/F7R49PT8","Vireo atricapilla (Black-capped Vireo) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e24de4b063d5d307ddd7","Dataset",,,"This dataset represents a species known range extent for Vireo atricapilla (Black-capped Vireo). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:29:48.813","2017-11-01 07:29:48.813","reserved",,,
"doi:10.5066/F7VT1R5C","Setophaga ruticilla (American Redstart) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e207e4b063d5d307dc33","Dataset",,,"This dataset represents a species known range extent for Setophaga ruticilla (American Redstart). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:29:40.997","2017-11-01 07:29:40.997","reserved",,,
"doi:10.5066/F70K27M6","Dendroica nigrescens (Black-throated Gray Warbler) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e266e4b063d5d307de6d","Dataset",,,"This dataset represents a species known range extent for Dendroica nigrescens (Black-throated Gray Warbler). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:29:33.416","2017-11-01 07:29:33.416","reserved",,,
"doi:10.5066/F74B30CC","Oporornis agilis (Connecticut Warbler) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebffe4b063d5d307e339","Dataset",,,"This dataset represents a species known range extent for Oporornis agilis (Connecticut Warbler). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:29:25.201","2017-11-01 07:29:25.201","reserved",,,
"doi:10.5066/F7833R3Q","Acridotheres tristis (Common Myna) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec47e4b063d5d307e5af","Dataset",,,"This dataset represents a species known range extent for Acridotheres tristis (Common Myna). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:29:17.944","2017-11-01 07:29:17.944","reserved",,,
"doi:10.5066/F7CV4GTQ","Anas cyanoptera (Cinnamon Teal) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1bde4b063d5d307daa3","Dataset",,,"This dataset represents a species known range extent for Anas cyanoptera (Cinnamon Teal). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:29:10.482","2017-11-01 07:29:10.482","reserved",,,
"doi:10.5066/F7HM57JF","Chaetura pelagica (Chimney Swift) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec44e4b063d5d307e591","Dataset",,,"This dataset represents a species known range extent for Chaetura pelagica (Chimney Swift). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:29:02.294","2017-11-01 07:29:02.294","reserved",,,
"doi:10.5066/F7NC6085","Carduelis lawrencei (Lawrence's Goldfinch) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1b4e4b063d5d307da75","Dataset",,,"This dataset represents a species known range extent for Carduelis lawrencei (Lawrence's Goldfinch). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:28:54.811","2017-11-01 07:28:54.811","reserved",,,
"doi:10.5066/F7S181K5","Sterna dougallii (Roseate Tern) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec17e4b063d5d307e413","Dataset",,,"This dataset represents a species known range extent for Sterna dougallii (Roseate Tern). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:28:39.53","2017-11-01 07:28:39.53","reserved",,,
"doi:10.5066/F7WS8S96","Calidris ptilocnemis (Rock Sandpiper) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebc0e4b063d5d307e133","Dataset",,,"This dataset represents a species known range extent for Calidris ptilocnemis (Rock Sandpiper). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:28:32.078","2017-11-01 07:28:32.078","reserved",,,
"doi:10.5066/F71J98TX","Calidris minutilla (Least Sandpiper) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e237e4b063d5d307dd4b","Dataset",,,"This dataset represents a species known range extent for Calidris minutilla (Least Sandpiper). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:28:24.484","2017-11-01 07:28:24.484","reserved",,,
"doi:10.5066/F75B01J6","Asio otus (Long-eared Owl) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1b7e4b063d5d307da8b","Dataset",,,"This dataset represents a species known range extent for Asio otus (Long-eared Owl). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:28:16.527","2017-11-01 07:28:16.527","reserved",,,
"doi:10.5066/F7930S8J","Carduelis psaltria (Lesser Goldfinch) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e24ee4b063d5d307dddb","Dataset",,,"This dataset represents a species known range extent for Carduelis psaltria (Lesser Goldfinch). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:28:09.215","2017-11-01 07:28:09.215","reserved",,,
"doi:10.5066/F7DV1J0Z","Coluber flagellum (Coachwhip) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1cbe4b063d5d307daf7","Dataset",,,"This dataset represents a species known range extent for Coluber flagellum (Coachwhip). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:28:01.192","2017-11-01 07:28:01.192","reserved",,,
"doi:10.5066/F7JM28Q8","Tamias townsendii (Townsend's Chipmunk) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1f3e4b063d5d307dbc3","Dataset",,,"This dataset represents a species known range extent for Tamias townsendii (Townsend's Chipmunk). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:27:53.755","2017-11-01 07:27:53.755","reserved",,,
"doi:10.5066/F7P849ZC","Xantusia arizonae (Arizona Night Lizard) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec28e4b063d5d307e4a7","Dataset",,,"This dataset represents a species known range extent for Xantusia arizonae (Arizona Night Lizard). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:27:45.933","2017-11-01 07:27:45.933","reserved",,,
"doi:10.5066/F7T152P3","Eumops underwoodi (Underwood's Mastiff Bat) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec44e4b063d5d307e58d","Dataset",,,"This dataset represents a species known range extent for Eumops underwoodi (Underwood's Mastiff Bat). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:27:37.069","2017-11-01 07:27:37.069","reserved",,,
"doi:10.5066/F7XS5TFK","Sceloporus poinsettii (Crevice Spiny Lizard) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1fee4b063d5d307dc05","Dataset",,,"This dataset represents a species known range extent for Sceloporus poinsettii (Crevice Spiny Lizard). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:27:29.607","2017-11-01 07:27:29.607","reserved",,,
"doi:10.5066/F72J69XV","Aspidoscelis arizonae (Arizona Striped Whiptail) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec6fe4b063d5d307e70f","Dataset",,,"This dataset represents a species known range extent for Aspidoscelis arizonae (Arizona Striped Whiptail). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:27:22.245","2017-11-01 07:27:22.245","reserved",,,
"doi:10.5066/F76972NK","Sceloporus arenicolus (Dunes Sagebrush Lizard) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec4de4b063d5d307e5e5","Dataset",,,"This dataset represents a species known range extent for Sceloporus arenicolus (Dunes Sagebrush Lizard). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:27:14.522","2017-11-01 07:27:14.522","reserved",,,
"doi:10.5066/F7B27TCX","Marmota flaviventris (Yellow-bellied Marmot) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec0ae4b063d5d307e39b","Dataset",,,"This dataset represents a species known range extent for Marmota flaviventris (Yellow-bellied Marmot). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:27:06.893","2017-11-01 07:27:06.893","reserved",,,
"doi:10.5066/F7FT8K3B","Urocitellus elegans aureus (Wyoming Ground Squirrel aureus) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1c8e4b063d5d307dae1","Dataset",,,"This dataset represents a species known range extent for Urocitellus elegans aureus (Wyoming Ground Squirrel aureus). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:26:59.173","2017-11-01 07:26:59.173","reserved",,,
"doi:10.5066/F7KH0MDW","Emydoidea blandingii (Blanding's Turtle) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5eba7e4b063d5d307e05b","Dataset",,,"This dataset represents a species known range extent for Emydoidea blandingii (Blanding's Turtle). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:26:51.258","2017-11-01 07:26:51.258","reserved",,,
"doi:10.5066/F7Q81C4M","Perognathus flavus (Silky Pocket Mouse) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebb4e4b063d5d307e0cd","Dataset",,,"This dataset represents a species known range extent for Perognathus flavus (Silky Pocket Mouse). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:26:43.741","2017-11-01 07:26:43.741","reserved",,,
"doi:10.5066/F7V123VX","Dipodomys stephensi (Stephen's Kangaroo Rat) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e247e4b063d5d307ddad","Dataset",,,"This dataset represents a species known range extent for Dipodomys stephensi (Stephen's Kangaroo Rat). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:26:36.246","2017-11-01 07:26:36.246","reserved",,,
"doi:10.5066/F7ZS2VKZ","Peromyscus keeni (Northwestern Deermouse or Keen's Mouse) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebece4b063d5d307e28f","Dataset",,,"This dataset represents a species known range extent for Peromyscus keeni (Northwestern Deermouse or Keen's Mouse). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:26:28.902","2017-11-01 07:26:28.902","reserved",,,
"doi:10.5066/F73J3C2N","Glaucomys sabrinus (Northern Flying Squirrel) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec7be4b063d5d307e77b","Dataset",,,"This dataset represents a species known range extent for Glaucomys sabrinus (Northern Flying Squirrel). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:26:21.434","2017-11-01 07:26:21.434","reserved",,,
"doi:10.5066/F77943RH","Glaucomys sabrinus californicus (San Bernardino Flying Squirrel) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e25be4b063d5d307de27","Dataset",,,"This dataset represents a species known range extent for Glaucomys sabrinus californicus (San Bernardino Flying Squirrel). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:26:14.168","2017-11-01 07:26:14.168","reserved",,,
"doi:10.5066/F7C24VGV","Pituophis ruthveni (Louisiana Pinesnake) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec14e4b063d5d307e3ed","Dataset",,,"This dataset represents a species known range extent for Pituophis ruthveni (Louisiana Pinesnake). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:26:06.458","2017-11-01 07:26:06.458","reserved",,,
"doi:10.5066/F7GQ6WVF","Sceloporus magister (Desert Spiny Lizard) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec29e4b063d5d307e4b5","Dataset",,,"This dataset represents a species known range extent for Sceloporus magister (Desert Spiny Lizard). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:25:58.866","2017-11-01 07:25:58.866","reserved",,,
"doi:10.5066/F7MG7NK5","Coluber constrictor (North American Racer) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1f3e4b063d5d307dbc1","Dataset",,,"This dataset represents a species known range extent for Coluber constrictor (North American Racer). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:25:51.612","2017-11-01 07:25:51.612","reserved",,,
"doi:10.5066/F7R78D9W","Ophisaurus compressus (Island Glass Lizard) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebd1e4b063d5d307e1ab","Dataset",,,"This dataset represents a species known range extent for Ophisaurus compressus (Island Glass Lizard). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:25:43.801","2017-11-01 07:25:43.801","reserved",,,
"doi:10.5066/F7W0951M","Aspidoscelis hyperythra (Orange-throated Whiptail) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebd1e4b063d5d307e1af","Dataset",,,"This dataset represents a species known range extent for Aspidoscelis hyperythra (Orange-throated Whiptail). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:25:36.606","2017-11-01 07:25:36.606","reserved",,,
"doi:10.5066/F70R9NH6","Plestiodon egregius (Mole Skink) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebe0e4b063d5d307e213","Dataset",,,"This dataset represents a species known range extent for Plestiodon egregius (Mole Skink). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:25:28.975","2017-11-01 07:25:28.975","reserved",,,
"doi:10.5066/F74J0D61","Thamnophis eques (Mexican Gartersnake) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1f4e4b063d5d307dbc9","Dataset",,,"This dataset represents a species known range extent for Thamnophis eques (Mexican Gartersnake). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:25:21.644","2017-11-01 07:25:21.644","reserved",,,
"doi:10.5066/F78914XB","Storeria victa (Florida Brownsnake) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec48e4b063d5d307e5bf","Dataset",,,"This dataset represents a species known range extent for Storeria victa (Florida Brownsnake). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:25:14.553","2017-11-01 07:25:14.553","reserved",,,
"doi:10.5066/F7CZ367F","Sternotherus odoratus (Eastern Musk Turtle) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e23ce4b063d5d307dd65","Dataset",,,"This dataset represents a species known range extent for Sternotherus odoratus (Eastern Musk Turtle). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:25:07.47","2017-11-01 07:25:07.47","reserved",,,
"doi:10.5066/F7HQ3XZC","Pituophis catenifer (Gophersnake) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1cce4b063d5d307dafd","Dataset",,,"This dataset represents a species known range extent for Pituophis catenifer (Gophersnake). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:24:59.836","2017-11-01 07:24:59.836","reserved",,,
"doi:10.5066/F7NG4PP3","Sceloporus orcutti (Granite Spiny Lizard) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e289e4b063d5d307df2d","Dataset",,,"This dataset represents a species known range extent for Sceloporus orcutti (Granite Spiny Lizard). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:24:52.003","2017-11-01 07:24:52.003","reserved",,,
"doi:10.5066/F7S75FDT","Wilsonia canadensis (Canada Warbler) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1fae4b063d5d307dbeb","Dataset",,,"This dataset represents a species known range extent for Wilsonia canadensis (Canada Warbler). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:24:44.243","2017-11-01 07:24:44.243","reserved",,,
"doi:10.5066/F7X0664J","Podiceps nigricollis (Eared Grebe) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec16e4b063d5d307e407","Dataset",,,"This dataset represents a species known range extent for Podiceps nigricollis (Eared Grebe). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:24:36.89","2017-11-01 07:24:36.89","reserved",,,
"doi:10.5066/F71R6PKP","Columba fasciata (Band-tailed Pigeon) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e2ace4b063d5d307dfeb","Dataset",,,"This dataset represents a species known range extent for Columba fasciata (Band-tailed Pigeon). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:24:29.532","2017-11-01 07:24:29.532","reserved",,,
"doi:10.5066/F75D8QX4","Tyrannus dominicensis (Gray Kingbird) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1a4e4b063d5d307da3d","Dataset",,,"This dataset represents a species known range extent for Tyrannus dominicensis (Gray Kingbird). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:24:22.215","2017-11-01 07:24:22.215","reserved",,,
"doi:10.5066/F7959GMD","Larus marinus (Great Black-backed Gull) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec12e4b063d5d307e3d9","Dataset",,,"This dataset represents a species known range extent for Larus marinus (Great Black-backed Gull). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:24:15.306","2017-11-01 07:24:15.306","reserved",,,
"doi:10.5066/F7DZ07BC","Carduelis flammea (Common Redpoll) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5eba6e4b063d5d307e04d","Dataset",,,"This dataset represents a species known range extent for Carduelis flammea (Common Redpoll). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 07:24:07.642","2017-11-01 07:24:07.642","reserved",,,
